lecture,professor,review
Communicative English(1) : L/S,Breckenfeld John E,교수님이 너무 친절하셔서 좋아요 수업 때 어려운 것도 없습니다 꿀대영 교수님 아주 친절하시고 젠틀하십니다 시키시는 것도 많이 없어서 편하게 영어로 대화하는 분위기에요 외대에서 들었던 최고의 수업 시험 부담도 아예 없는 편이고 과제도 별로 없음 영어로 말하는 시간이 많고 중간 기말고사 시험 이외에도 수업시간에 다양한 것들을 통해 성적 매기심 교수님이 학생들 좋아하시고 귀여우십니다 말하기 많이 시키셔서 회화에 많이 도움돼요 천사같은 교수님 학생들한테 친절하심 배려하시는게 느껴짐 재수강인데 만족스럽습니다 교수님이 열의가 있으셔서 항상 수업 열심히 하시고 재미도 있습니다 약간 초등중등 시간에 원어민 수업하는 느낌이었습니다 수업 분위기는 좋아요 다른 수강생 분들이랑 대화 많이 나눠야해서 사교적인 분들한테는 특히 더 잘 맞을 것 같습니다 교수님이 아주 친절하시고 수업도 조원들과 간단하게 대화 나누는 방식으로 진행돼서 들을만한 수업입니다 교수님도 친절하시고 같은 조원들이랑 영어로 대화할 수 있는 시간이 많아서 친해지기 좋아요 중간고사 전에 발표도 어렵지 않구 종종하는 평가들도 따로 준비할 필요 없어서 부담없이 할 수 있어요 존 교수님 강추 합니다 교수님이 친절하시고 학생들 이름을 외우시려고 노력하십니다 수업 시간에 주변 사람들과 이야기하는 시간이 늘 있는데 저는 재미있었어요 자잘한게 많지만 그만큼 난이도가 높진 않다는게 장점인듯 같이 수업 듣는 사람들이랑 얘기 많이 할 수 있고 교수님 착하심 단점이라 하면 시간 나눠져있는건데 테트리스로 시간 맞출수있으면 듣는거 추천 팀플 많은데 그만큼 조원이랑 친해질 수 있어서 좋습니다 매주 조 활동이 있고 팀플도 2번 정도 있어서 좀 힘들기는 하지만 재미는 있습니다 수업 열심히 들으면 영어실력 많이 늘 수 있어요 친구 사귀기도 좋아요 약간 중학교 영어수업처럼 되게 마음 편하고 조끼리 계속 대화하면서 노니까 유일하게 일학년때 즐겼던 수업입니다 그리고 시험은 진짜 쉬워요 하라는거 준비만 잘하면 됩니다 조 활동이라 사람들과 친해지기 좋고 대화 위주 수업이라 부담도 적습니다 선생님이 정말 친절하시다 근데 자잘한 과제가 많구요 시험도 많이 봐요 어렵진 않음 존 교수님 짱 친구 많이 사귈 수 있고 조원들이랑 친해지면 한 학기가 편해요 근데 못 사귈 경우에는 좀 힘들어요 교수님은 정말 친절하신데 영어 시험 자체가 저희가 경험했던 시험이랑 너무 다릅니다 아무래도 영어 잘하는 사람들이 많아서 성적 따기 힘들 수도 있어요 그래도 한 학기 동안 활동할 조원 분들만 잘 만나면 행복하게 수업 들을 수 있을 것 같습니다 출결 꼼꼼하게 확인하시고 발표 과제 있습니다
Communicative English(1) : L/S,Hyun Jung Yang,전 양현정 교수님 너무 젛았어요 근데 과제가 많긴 해요 그치만 얻어가는 게 제일 많은 수업이었습니다 개짜고 과제 너무 많아요 진짜 교수님만 좋다고 생각하시게 될겁니다 수업 자체는 무난해요 계속 같은 자리에 앉아서 같은 조 친구들과 친해졌습니다 이 수업 듣고 완전 친한 친구 생겼어요  그만큼 서로 친해지는 데 짱 좋습니다 교수님 수업 마지막에는 게임도 해서 재밌어요 다른 과 친구 사귀기 좋아요 다만 짜잘히 할 것들이 많고 말을 많이 시킴 교수님은 굉장히 너그러우시고 성격 좋으시지만 많은 참여를 원하십니다 본인 성격이 내향적이라면 힘들 수 있어요 교수님이 굉장히 친절하시고 좋은 분이십니다 수업 때는 1 조별로 교재에 나와 있는 질문들에 대해 토의토론을 합니다 2 듣기 후 빈칸 채우기딕테이션 3 교재 문제 풀이 등 합니다 조별 과제 한 번 있었고 시험은 중간 기말 두 번 있었습니다 시험은 어렵진 않으나 공부하지 않은 학생과 한 학생이 변별되는 정도의 효과는 나오기 때문에 검머외가 아니라면 공부를 하셔야 합니다 그냥 시간만 때우고 가는 게 아니라서 좋았어요 자잘한 과제가 많지만 한번쯤 들으면 좋을 것 같은 수업이었어요 근데 쁠 기준은 모르겠어요  2학기 땐 다른 교수님 택할 것 같은데 1학기 때 양현정 교수님 들은거에 대한 후회는 없습니다 과제가 좀 있지만 교수님이 너무 좋으세요 시험도 어렵지 않은편이었음 수업에 열심히 참여할 자신이 있다면 추천드려요 시험은 중간 기말 두 번 보는데 교수님이 시험 직전에 정리해주신 거 보고 가면 엄청 어렵지는 않아요 과제는 자기소개로 글쓰고 기사 찾아서 발표하는 거 있고 이외에도 자잘한 과제들이 좀 있었어요 팀플로 두 가지 질문 중에 하나 택해서 한 번 발표하는 거 있었어요 과제가 많긴한데 그래도 교수님이 너무 좋으십니다 시험도 그리 어렵지 않아서 하루전에 빡세게 공부하면 됩니다 일단 수업 자체를 재밌게 이끌어가 주심 세시간 수업이여도 지루하단 생각은 딱히 들지 않음 다만 과제가 조금 많음 그래도 과제로 성적에 엄청 큰 영향을 미치는 건 아니라 부담 가지진 않아도 됨 과제는 솔직히 진짜 많았습니다 개인영상 과제 개인 발표 팀 발표 등등 하지만 교수님이 수업을 위해 많은 시간을 투자했음이 보이고 그만큼 수업의 질이 매우 높습니다 점수도 노력한 만큼 나오니 어느 정도 영어에 자신 있으신 분들은 선택하셔도 될 것 같습니다 교수님 너무 좋으세요  수업 덕분에 타과 친구들도 사귀고 수업도 재밌어서 대영가는 날은 진짜 부담없이 갔던 것 같아요  과제도 많다면 많을 수 있긴한데  대영이니까 영어와 가까워지는 과정이라고 생각하면 괜찮을수도 전 그냥 닥칠 때 하나하나 하다보니 한 학기가 금방 가버렸다는 장점으로 생각할래요 양현정교수님 짱짱 과제가 많아요 교수님 되게 좋으세요 수업 적극적으로 참여하시는 거 좋아하시면 추천합니다 교수님 너무 좋으시지만 시키시는게 꽤 많습니다 자잘한 과제 싫어하시면 비추 덕분에 다른과 학생들이랑 친해지게 됐어요 여기는 절대 소외당하는 사람이 없는 수업이니 걱정  내향인이어도 절대 소외 안당합니다 무조건 참여할 수 있음 하지만 시험 난이도가 조금 있는 편이에요파트마다 편차가 심한편 이번엔 듣기가 가장 어려웠습니다 그리고 과제가 좀 있어요 빡세게 하려면 조금 부담돠실수도요 교수님 자체는 좋습니다 멋지세요 무난하게 듣기 좋습니다 성적은 플제로 나눠집니다 교수님 완전 쿨하시고 좋습니다 매번 모둠 토의 형식으로 수업하는 데 친구 사귀기 좋아요 교수님은 너무 좋으세요 근데 조별 모임이 많아서 낯 많이 가리시는 분들은 힘들수도 자잘한 과제 조 활동이 매번 있지만 딱히 부담스럽지 않고 오히려 덜 지루합니다 교수님이 스피킹을 많이 시키려고 하시는데 그냥 문법 발음 신경 안 쓰고 냅다 말하셔도 됩니다 한 마디라도 더 뱉어야 실력 늘어요 교수님이 학생들과 친하게 지내려고 노력하시고 실제로 굉장히 재밌고 편한 교수님이십니다 전 2학기에도 수강할 듯 매우 좋은 수업입니다 저는 이 수업 진짜로 마음에 들었어요 영어 잘하는 편이고2학기 대영에서 공부 아예 안 하고 에이쁠받음 말하기도 자신 있는데  자잘한 과제가 엄청 많아용 글고 과제 점수 비중이 높아서 빼먹거나 거기서 감점 당하는게 영향이 크더라구요 시험 잘 보면 된다는 마음으로 과제 직전에 대충 했더니 시험 잘 봤는데도 비쁠 받았어용 수업시간에 조 만들어서 말하기 하는데 다른 과 친구들 만나기 좋아요 교수님 진짜 친절하시고 그냥 대답 많이 못하는 내가 죄송함 대영인만큼 영어 많이 내뱉으세요 활동도 자주하심 이 수업에서는 내향적이더라도 자신감 내시는 거 추천합니다 교수님 완전 좋으십니다 영상 과제나 발표 과제 객관적으로 띄어나게 잘 한 편이 아니었는데 수업 참여 많이 했더니 좋은 성적 받았어요 저는 성격이 맞아서 괜찮았는데 내향적이신 분들은 조금 힘드실듯합니다 영어 관련 게임도 준비해오십니다 교수님도 너무 좋으시고 조 활동이 많아서 사람들 사귀기도 좋아요 시험은 어렵진 않지만 쁠 제로 나누십니다 양현정교수님 최고 과제가 작게작게 많고 조 모임도 꽤 많아요 친구 사귀기는 좋은 듯 하지만 조를 자율적으로 짜게 해주셔서 친구 없으면 좀 그럴 듯 해요 시험은 쉬운 편이지만 세 시간 연강인데 쉬는 시간 한 번만 주시고 풀강으로 50분에 마쳐주십니다 교수님은 좋으시나 매주 작은 과제들이 많고 참여를 계속 유도하셔요 자잘한 과제들이 너무 많고 조별 모임 발표가 많아서 스트레스였음 그래도 점수는 잘 주시는 것 같음 자잘한 과제 조굼씩 있고 무난무난한 수업 오전 수업이라 피곤한걷 있 교수님의 수업방식과 조별로 대화하는 시간 모두 만족스러웠지만 잔잔한 과제가 많다고 느꼈습니다 시험 난이도는 비교적 쉬운 편인 것 같아요 영어 진짜 못해서 다들 쉽다고 한 시험도 좀 버거웠습니다 그래도 열심히 참여하면 에이는 주시는 것 같아요 학생들 참여 많이 유도하시고 열정이 많으신 교수님입니다 과제는 비중이 적은 것부터 큰 것까지 많습니다 지금 생각해 보면 시험공부에 대한 부담이 적어 과제를 많이 주신 것 같습니다 2시간 수업인 요일은 매번 조를 이루어 영어로 이야기를 나누는데 토킹에 자신있으신 분들께는 추천합니다 시험컷이 워낙 빡세 잘해야 b일거라 생각했는데 a0가 나와 뿌듯했던 수업이었습니다 과제가 좀 많고 매 수업마다 조별로 영어 대화해야합니다 내향적이면 비추 교수님은 학생들 참여 많이 하려고 응원해주십니다 자잘한 과제들이 많고 팀플이 한번 있어요 다른 대영에 비해 과제가 많은 편입니다 수업은 재밌고 매번 조별로 대화하는 시간이 있는데 크게 부담 가질만한 요소들은 없어요 시험은 객관식으로 쉬운 편입니다 근데 과제에서 감점 당하는 경우를 많이 봤고 기준도 납득하기 어려운 경우가 있어서 피드백을 봐도 왜 감점인 건지 받아들이기 힘든 상황도 있어요 성적은 아직 안나왔지만 저는 다음학기에도 양현정 교수님 수업 다시 신청하고 싶을 정도로 좋았던 수업이었습니다 영어로 한마디라도 더 말할 수 있도록 참여를 유도하시는 편입니다 매주 수업마다 가까운 자리에 앉은 사람들끼리 모여서 영어로 말하게 하십니다 소심한 성격이라면 어려울 수 있지만 이왕 외대와서 영어 배우는거 잘 하게되면 좋은거니까 열심히 참여하면 좋을 것 같습니다 다만 시험이 쉬워서 성적 평가가 어떻게 들어갈지 모르겠으나 교수님 성격도 좋으시고 과제도 쉬운편입니다 양현정 교수님 그저 갓 사랑합니다 수업에 적극적으로 참여하고싶다면 이 수업 추천합니다 과제는 자잘한것도 많고 크게 3번정도 있고 팀플도 한번 있습니다 그럼에도 뭔가 가장 대영 수업다운 느낌으로 많은 걸 경험할 수 있습니다 거의 매주 자리 앉은대로 조를 만들어서 영어 토킹을 주고 받습니다 나름 묘미가 있지만 소심하면 용기가 필요할거같아요 꼼꼼하게 다 챙기실수있으면 정말 추천드립니다 수업시간 적극적인 참여를 좋아하심 작은 과제들이 많긴하지만 부담은 없음 시험도 크게 어렵진 않음 수업 마지막에 게임해서 좋음 수강신청 실패해서 온 강의였지만 좋았던 강의였습니다 교수님도 재밌게 수업하시려고 노력하시고 큰 부담 없는 수업이에요 조별로 얘기하는게 첨엔 부담스러웠지만 하다보니 타과 학생들과도 친해지고 좋은 시간이었습니당 과제는 적당히 있고 시험은 변별력이 없어서 컷은 잘 모르겠네욤그래도 강추 교수님 좋으세요오 타과 친구 사귀기에는 정말 좋습니다 근데 영어로 말 잘 못하면 약간 부담이 될 수 있는 수업이라고 생각됩니다 그렇지만 본인이 노력만 한다면 좋은 강의인 것 같아요  교수님은 정말 친절하시고 수업때 꽤나 많이 웃게된 것 같습니다 너무 좋습니다 교수님 진짜 친절하십니다 수업 중 농담도 자주 던지시고 웃음도 많으십니다 학생들도 잘 챙기십니다 수업때마다 조를 만들어서 대화하는데 다른 과 친구 만들기 딱 좋습니다 과제도 거의 없다고 보시면 됩니다 시험은 쉽게 나옵니다 변별력이 있나 싶었는데 다행히 A컷이 생각보다 높진 않았습니다 발표는 주로 말하던 학생들 위주로 시키시는 것 같습니다 물론 발표를 많이 해야 점수도 많이 받긴 하겠지만 저는 발표가 워낙에 부담돼서 많이 안시키시는게 오히려 좋았습니다 저는 수강신청 실패해서 듣게된 수업이였는데 정말 좋습니다 꼭 양현정 교수님 대영 들으세요 Communicative라는 과목명에 가장 잘 부합하는 수업이라고 생각합니다 매 수업마다 조끼리 모여서 교재에 나온 질문들에 대하여 간단히 이야기해보는 시간이 반드시 있고 짜잘한 과제들이 많아서 꼼꼼하게 챙겨야 할 필요성이 있습니다 활발하게 참여하고 친구 많이 사귀시고 싶으시면 이 수업 들으시는거 추천합니다 교수님은 정말 친절하시고 좋으세요 Communicative English 라는 말이 가장 잘 어울리는것 같은 수업인것 같다 과제양은 별로 많지 않은것 같고 교수님께서 편하게 말을 할 수 있게 만들어주셔서 좋은듯 교수님께서 친절하시고 스피킹이랑 리스닝 실력이 정말 늘게끔 수업해주십니다 하지만 매주 조 짜서 스피킹하고 팀 과제랑 개인 과제가 좀 있는 게 부담스러워서 2학기에는 안 들을 것같네요 과제도 그렇게 많은 편은 아니고 학생들 배려 많이 해주세요 교수님 진짜 친절하시고 좋아요 참여형 수업 방식이기 때문에 활동적인 수업 좋아하시는 분 추천드려요 자잘한 과제가 많지만 어려운 과제는 아니니깐 잘 고려해서 선택해봐요 교수님 좋으시고 수업도 큰 부담 없었어요 대신 조별 활동이 많아서 말을 많이 해야 함 과제가 다른 대영 수업에 비해 많은 편이구요 조별 활동이 매 시간 있어 내향적이신 분들께는 비추천합니다 교수님께서 친절하시고 친근하십니다 발표도 부담스럽지 않고 막 던져도 도와주시는 편 입니다 다만 수업 내 조 활동이 많아 성가실 수는 있으나 친구 사귀기에 가장 좋은 환경이긴 합니다 수업은 두 시간 반 정도 진행되고 강의식교재문풀 수업4050 발표 및 팀 활동 수업 5060 입니다 교수님께서 밝으시고 학생들을 배려해주십니다 매주 토론이 있어서 친구 사귀기에도 좋은 것 같습니다 다만 참여형 수업이고 교수님께서도 참여를 중요시하다보니 극내향인은 조금 부담스러울 수도 있는 수업이라고 생각합니다 교수님 너무 친절하시고 설명도 잘해주세요 조별활동이 매주 있는데 다양한 사람들이랑 친해질 수 있어서 좋아요 과제가 엄청 많습니다 참여를 많이 요구하셔서 소극적인 학생은 힘들어요 극내향인은 듣지 마세요 괴로웠습니다 우선 저는 너무 좋았습니다  일부러 부담주시지 않으시고 이해해주십니다  한국 교수님이라 좋았던건 모르는 영단어 나오면 바로 한글로 설명해주셔서 이해가 편했어요  조별활동도 그냥 서로 편하게 질문답변하는 분위기입니다 과제는 자잘하게 좀 있는 편입니다 빡세진 않아요 교수님 텐션이 높으시고 조 활동이 많아서 수업이 지루하지 않고 좋습니다 교수님 정말 친절하십니다 그런데 다른 대영 대비 할 일은 좀 많은것같아요 교수님이 학생에게 관심이 많으시고 친절하십니다 영어를 잘 못해도 친절하게 잘 가르쳐주시고요 참여를 중요시 하십니다 교수님은 좋으신 분입니다만 다른 대영 수업에 비해서 학점 따기 어려운건 사실입니다 성적 잘 받고 싶으신 분들은 다른 수업 들으시는게 좋을 것 같습니다 실시간 소통을 중요시하시고 수업에 활발하게 참여하시고 싶은 분들에게 추천드립니다 교수님이 밝아서 좋으신것같습니다 수업도 좋아요 교수님은 정말 좋으신 분인 것 같고 굉장히 열정적이심 학생들이 얼마나 활발히 수업에 참여하는지를 중요시하심 가끔 랜덤으로 질문하실 땐 좀 당황스러웠음 영어 잘하시고 활발하게 수업 참여 하실 수 있는 분들껜 아주 재밌는 대영수업일 듯 시험 두번 다 줌키고 실시간으로 시험칩니다 팀플로 발표하고 과제도 있어서 다른 대영 수업과 비교할때 쉽게 학점받기는 어려운 수업입니다 수업 무난무난합니다 활발하게 참여하면 재미있을 수도 있어요 재밌고 쉽게 가르쳐주시고 시험도 쉬워요 팀플 한번 있었는데 ppt 발표 한번만 하면 됩니다 제일 좋은 대영이라고는 못하겠지만 그래도 상위권일 듯 교수님은 정말 좋으셨는데 시험 난이도가 높지 않아서 그런지 학점받기는 좀 까다로웠어요 시험 평균 성적도 높아서 시험볼때 꼼꼼하게 풀어야해요 강의평이 없어서 엄청 걱정했는데 괜찮은 수업이었어요 전 평화반입니다 어렵지 않은 리스닝 파일 들으면서 그냥 문제풀고 교수님이랑 대화나누는 느낌입니다 팀플한번 과제 두번에 시험 이클로 두번 과제는 진짜 부담 없어서 좋았어요 진리반이었고 막 엄청 강의력이 뛰어나시진 않았던 것 같아요 그리고 영어도 엄청 잘하는 느낌은 못받음 개인적으로 쓰는 영단어가 한정되어 있는 느낌이었습니다 시험은 어렵지않고 무난한것같습니다 진리반이고 수업은 무난하게 좋았습니다 수업 전후로 종종 일상에 대한 얘기도 나누려고 하십니다 팀플은 한 번 있고 시험도 그렇게 어렵지는 않아요 수업참여 열심히 하면 학점 잘 받아갈 수 있는 것 같습니다 평화반이었고 그냥 쏘쏘해요 수업 자체도 편한 분위기였고 내용도 어렵지 않고 시험도 안어렵고 과제도 별로 없고 팀플도 1번 있어요 교수님이 올해 처음 오셔서 열정적이십니다 학생들의 일상 이야기 듣는 거 좋아하셔요 그리고 성적도 비율 딱딱 나눠 주십니다 전 진리반이고 대영 1만 계속 수강신청을 실패했었습니다 근데 수강신청 정정기간 쯤에 이 수업이 열려서 들을 수 있게 되었습니다 시험 난이도도 적당하고 과제랑 팀플도 있지만 빡세지 않고 무난하게 할 만합니다 추천드립니다
Communicative English(1) : L/S,김다희,교수님 정말 귀여우시고 학생들에게 관심이 많으심 수업시간 기본 30분씩 빨리 마쳐주심 시험도 공부하면 쉬움 진짜 개꿀강인건 인정합니다 시험도 그냥 준비 안해서 봐도 될 정도로 나오고 교수님도 좋습니다 다만 정말 영어실력을 늘리고 싶다면 이 강의는 좀 토론하면서 콩글리쉬만 늘었습니다 교수님 너무 귀여우시고 수업도 재밌습니다 한국어를 많이 사용하셔서 큰 부담은 없었습니다 매번 조별끼리 영어로 대화하는 시간이 있는데 이것도 큰 부담은 없었어요 교수님께서 학생들 한명한명 이름도 기억해주시고 따뜻하십니다 교수님 친절하시고 원어민 수업 자신 없는 사람한테  한국어도 쓰심 영어 토론은 짧게 말해도 교수님 친절하시고 거의 토론으로 진행돼요  영어실력 느는 것 보다 편하게 수업 듣고싶으신 분 추천드립니다 조별 토론이 많습니다 그러나 분위기가 자유롭고 조 구성원들이랑 거의 영어로 떠드는 수준이기 때문에 크게 걱정할 필요가 없습니다 무엇보다 교수님이 너무 좋으세요 학생 한 명 한 명 얼굴이랑 이름 외우려 노력하시고 학생들 말에 귀 기울여주시면서 리액션도 크게 해주시는 분입니다 최고 막 크게 에너지 쓸 수업이 아니라서 좋아요 숙제도 없고 교수님이 저희를 생각해주신다는 게 많이 보여요 진짜 이런 교수님만 계시다면 대학교가 힘들지 않을듯  최고의 교수님 영어랑 한국어 많이 섞어서 쓰시고 항상 친절하게 답변 들어주십니다 매 수업마다 영어로 팀끼리 얘기해야하지만 주제도 어렵지 않고 1학년 교양답게 너무 재밌었어요 교수님 성격 너무 좋으시고 ENFP의 딱 맞는 느낌 수업도 재미있고 좋아요 매 수업마다 조끼리 간단하게 영어로 얘기합니다 큰 부담 없어요 교수님께서 이름이랑 얼굴을 다 외우셔서 전 좋았어요 영어로 대화하는데 틀려도 잘 알려주시고 계속 질문해주시고 이름기억해주셔서 좋았어요 교수님 정말 좋으시고 수업도 조금 일찍 끝내주십니다 강추합니다 조별로 이야기를 많이 시키시는데 부담스러운 정도까지는 아닙니다 매번 조별로 주어진 자료를 다 완성시켜야한다는게 좀 부담스럽긴 했지만 수업이 빡세진 않습니다 평범한 대영입니다 일단 교수님이 너무 좋으십니다 학생들 편의 많이 생각해주시고 엄청 친절하세요 시험은 기말만 보고 중간은 과제 대체라 크게 부담도 없구요 발표는 한 번 있었습니다 편하게 들을 수 있는 꿀교양 찾으신다면 추천합니다 숨겨진 대영 꿀강이에요 한 학기 내내 발표 하나랑 기말개쉬움만 보면 뭐가 더 없습니다  그냥 가서 옆사람이랑 영어로 스몰토크정도만 하면 돼요 교수님 친절하시고 너무너무 좋은 분이세요 다만 매 수업시간 마다 조별활동이 많아서 극내향인인 저에게는 너무 힘든 수업이었어요 교수님 착하시고 과제도 많이 없어요 다만 조별활동 많아서 내향인은 살짝 버거웠음 좀 개꿀인 것 같아요 원어 강의지만 영어보다 한국어를 더 많이 쓰세요  전 영어를 잘 못해서 편했지만 그만큼 얻어가는 건 없어요 하지만 대영은 개꿀인 교수님 듣는 게 낫죠 추천 성적도 잘 주십니다 교수님 진짜 친절하시고 학생들 이름도 다 외우고 계세요 수업도 학생들이 좋아하고 재밌어하는 파트 위주로 나가려고 하셨어요 덕분에 한 학기 동안 가장 즐거웠던 수업입니다 중간고사는 주제 선택해서 스크립트 쓰고 녹음해서 올리는 거였어요 기말고사는 ppt만들어서 발표하는 거 듣기랑 단어 위주 시험이었습니다 발음이 별로긴 한데그 대신 한국어로 거의 말해서 장점이기도 단점이기도 함 교수님 좋으시고 수업 분위기도 좋음 하지만 조용히 묻혀가고 싶었던 학생 입장에선 교수님이 이름얼굴 다 외우시고 tmi주고받기도 해서 눈 안마주치길 바랐음 쉬는 시간 잘 안 주심 일찍 끝내시는 건 이유가 있습니다 교수님 정말 친절하세요 평가내용도 다양해서 만회할 수 있는 기회가 많아요 다만 영어로 말씀하시는 걸 들어본 적이 거의 없어요 원어 수업이지만 거의 한국어로 수업하십니다 장단점이 있겠죠 교수님이 너무너무너무너무 친절하세요 영어 스피킹에 자신이 없난 편이라 걱정 많이 했는데 오히려 수업 때 좋은 친구들도 사귀고 영어 실력에 상관없이 편하게 얘기할 수 있었어요 과제도 딱히 없고 수업 진도만 따라가면 돼요 시험도 앵강했음 교수님 매우 착하시고 수업은 부담스럽지않으면서 편하게 듣기 좋음 교수님이 매우 친절하십니다 매 수업마다 조별 토론이 있지만 큰 부담은 없습니다 항상 40분 정도 일찍 끝내 주셔서 좋았습니다 따로 과제도 없구 수업도 30분씩 일찍 끝내주셔서 매우 굿 하지만 출튀 절대 불가능이고 조끼리 앉아서 영어로 대화를 해야한다는 점이 매우 부담 하지만 친구 사귀거나 아님 같은 학과 사람들끼리 수업 듣는다면 재밌을 것 같슴니다 교수님께서 학생둘 이름 다 외우셔서 출튀는 네버 또 매일 새로운 사람들과 영어로 얘기해야해서 내향인에게는 힘들 수 있어요 진짜 교수님 너무 착하고 귀여우심  과제 그딴거 앖구어 그냥 최고에요 최고 교수님이 진짜 좋십니다람쥐구멍청이빨대 삭막한 대영이라는 사막에 내려앉은 오아시스 같은 교수님 한 학기 동안 만족스럽게 수업 들었습니다 같은 수업 듣는 친구들과도 친해지기 좋고 부담스럽지 않은 수업 난이도였어요 과제도 없고 매번 빨리 끝내주셔서 좋았습니다 교수님 성격이 좋으셔서 재밌게 수업 했습니다 스피킹에 자신없거나 내향형이신 분들은 조금 힘들수도 있습니다 교수님이 그날그날 주시는 주제에 따라 앉은자리대로 조짜서 영어로 스피킹 많이 합니다 과제 없습니다 수업 항상 20분 이상은 일찍 끝나요 대체로 40분정도 일찍 끝났던 것 같습니다 교수님 너무 착하시구 중간고사도 대체과제인데 어렵지 않아요 교수님 너무 좋으십니다 항상 학생들한테 잘 다가와주시고 수업도 정말 재밌습니다 팀별로 활동 진행하는데 그거 스트레스 받는 조별활동이 아니라 그냥 팀이랑 같이 영어로 대화하는 거라서 부담스럽지도 않고 영어로 대화할 수 있는 기회도 늘어서 좋습니다 중간고사는 치지 않고 녹음 과제로 대체합니다
